ID_RBD,DV_RBD,DS_NOM_ESTABLE,ID_REGION_ESTABLE,DS_REGION_ESTABLE,ID_PROVINCIA_ESTABLE,DS_PROVINCIA_ESTABLE,ID_COMUNA_ESTABLE,DS_COMUNA_ESTABLE,ID_TIPO_DEPENDENCIA,DS_TIPO_DEPENDENCIA,ID_RURALIDAD,DS_RURALIDAD, PRIMERA PRIORIDAD , SEGUNDA PRIORIDAD , TERCERA PRIORIDAD , NO PRIORIZADO EN VULNERABILIDAD , SIN INFORMACION ,TOTAL MATRICULA BÁSICA DIC 2020,IVE-SINAE BÁSICA 2021
1707,8,ESCUELA MINISTRO ZENTENO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 282 , 4 , 17 , 10 , 1 , 314 ,96.49681529
1708,6,ESCUELA ENRIQUE CARDENAS RIVERA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 160 ,, 7 , 10 , 6 , 183 ,91.2568306
1709,4,ESCUELA PATRICIO LYNCH Z.,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 82 , 1 , 3 , 1 , 6 , 93 ,92.47311828
1712,4,ESCUELA VILLA MONTE,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 151 , 5 , 12 , 13 , 5 , 186 ,90.32258065
1714,0,ESCUELA SANTA MARIA DE AGUA SANTA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 53 , 1 , 2 , 1 , 1 , 58 ,96.55172414
1716,7,ESCUELA VILLA INDEPENDENCIA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 236 , 2 , 7 , 7 , 5 , 257 ,95.3307393
1717,5,ESCUELA CARDENAL JOSE MARIA CARO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 119 ,, 7 , 6 ,, 132 ,95.45454545
1718,3,ESCUELA EDUARDO LEZANA PINCHEIRA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 129 , 3 , 8 , 8 , 11 , 159 ,88.05031447
1720,5,ESCUELA MARCELA PAZ,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 125 , 5 , 15 , 28 , 7 , 180 ,80.55555556
1721,3,ESCUELA BASICA REPUBLICA DEL LIBANO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 131 , 3 , 5 , 5 , 1 , 145 ,95.86206897
1722,1,ESCUELA BASICA DR ALDO FRANCIA BOIDO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 86 ,, 9 , 18 , 12 , 125 ,76
1724,8,ESCUELA PRESIDENTE EDUARDO FREI MONTALVA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 328 , 7 , 11 , 14 , 11 , 371 ,93.26145553
1728,0,ESCUELA BASICA LUISA NIETO DE HAMEL,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 37 , 2 , 3 , 7 , 2 , 51 ,82.35294118
1732,9,ESCUELA VIOLETA PARRA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 91 , 1 , 11 , 3 , 1 , 107 ,96.26168224
1734,5,COLEGIO RUBEN CASTRO-DIURNO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 355 , 8 , 75 , 189 , 10 , 637 ,68.75981162
1735,3,LICEO PARROQUIAL SAN ANTONIO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 690 , 22 , 142 , 215 , 4 ," 1,073 ",79.58993476
1738,8,LICEO NUESTRA SRA.DE LA PAZ,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 407 , 30 , 55 , 115 , 4 , 611 ,80.52373159
1741,8,LICEO SANTA TERESA DE LOS ANDES,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 254 , 10 , 26 , 26 ,, 316 ,91.7721519
1742,6,COLEGIO SAN AGUSTIN,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 186 , 5 , 20 , 6 , 4 , 221 ,95.47511312
1743,4,COL.PARROQUIAL SANTA MARIA GORETTI,5,Región de Valparaíso,51,Valparaíso,5103,Concón,3,Particular Subvencionado,0,Urbano, 353 , 12 , 56 , 62 , 23 , 506 ,83.20158103
1748,5,COLEGIO ESPANOL MARIA REINA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 630 , 25 , 60 , 63 , 27 , 805 ,88.81987578
1749,3,COLEGIO EXCMO. CARDENAL RAUL SILVA HENRIQUEZ,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 229 , 4 , 37 , 20 ,, 290 ,93.10344828
1750,7,COL. INMACULADA DE LOURDES,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 198 , 9 , 41 , 71 , 3 , 322 ,77.01863354
1751,5,ESCUELA PARTICULAR HUGO ERRAZURIZ,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 421 , 13 , 55 , 54 , 1 , 544 ,89.88970588
1752,3,ESCUELA PARTICULAR SANTA FILOMENA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 389 , 20 , 53 , 48 , 5 , 515 ,89.70873786
1755,8,COLEGIO ANA MARIA JANER,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 610 , 12 , 75 , 106 , 3 , 806 ,86.4764268
1756,6,COLEGIO CLAUDIO MATTE,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 513 , 17 , 59 , 46 , 5 , 640 ,92.03125
1757,4,COLEGIO ACONCAGUA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 560 , 55 , 197 , 486 , 72 ," 1,370 ",59.27007299
1759,0,COLEGIO SAN LUIS DE MIRAFLORES,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 135 , 3 , 9 , 8 , 2 , 157 ,93.63057325
1761,2,COLEGIO FRIENDLY HIGH SCHOOL,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 153 , 6 , 28 , 52 , 1 , 240 ,77.91666667
1765,5,ESCUELA ILUSION,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 96 , 4 , 9 , 7 , 3 , 119 ,91.59663866
1769,8,COLEGIO RAYEN CAVEN,5,Región de Valparaíso,51,Valparaíso,5103,Concón,3,Particular Subvencionado,0,Urbano, 179 , 10 , 38 , 48 , 2 , 277 ,81.94945848
1772,8,COLEGIO BLANCA VERGARA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 253 , 3 , 24 , 25 , 2 , 307 ,91.20521173
1795,7,COLEGIO SAN IGNACIO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 224 , 7 , 54 , 89 , 94 , 468 ,60.8974359
1801,5,COLEGIO MARIA AUXILIADORA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 226 , 17 , 57 , 183 , 26 , 509 ,58.93909627
1807,4,ESCUELA JEFFERSON SCHOOL,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 69 , 26 , 43 , 11 , 3 , 152 ,90.78947368
1819,8,COLLEGE CHRETIEN FRANCAIS LE BEAU JOUR,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 110 , 3 , 25 , 34 , 3 , 175 ,78.85714286
1842,2,COLEGIO SAN ANDRES,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 374 , 7 , 29 , 28 , 3 , 441 ,92.97052154
1847,3,COLEGIO SAINT MICHAEL,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,3,Particular Subvencionado,0,Urbano, 135 , 3 , 3 , 2 , 2 , 145 ,97.24137931
1851,1,LICEO POLITECNICO QUINTERO,5,Región de Valparaíso,51,Valparaíso,5107,Quintero,2,Municipal DAEM,0,Urbano, 68 ,,,, 2 , 70 ,97.14285714
1853,8,COLEGIO ARTÍSTICO COSTA MAUCO,5,Región de Valparaíso,51,Valparaíso,5107,Quintero,2,Municipal DAEM,0,Urbano, 211 , 5 , 3 , 11 , 12 , 242 ,90.49586777
1855,4,ESCUELA BASICA REPUBLICA DE FRANCIA,5,Región de Valparaíso,51,Valparaíso,5107,Quintero,2,Municipal DAEM,0,Urbano, 478 , 5 , 26 , 25 , 10 , 544 ,93.56617647
1856,2,ESCUELA MANTAGUA,5,Región de Valparaíso,51,Valparaíso,5107,Quintero,2,Municipal DAEM,1,Rural, 94 , 6 , 10 , 7 , 1 , 118 ,93.22033898
1857,0,ESCUELA JUAN JOSE TORTEL,5,Región de Valparaíso,51,Valparaíso,5107,Quintero,2,Municipal DAEM,1,Rural, 55 , 2 ,, 8 , 1 , 66 ,86.36363636
1858,9,COLEGIO DON ORIONE,5,Región de Valparaíso,51,Valparaíso,5107,Quintero,3,Particular Subvencionado,0,Urbano, 544 , 10 , 38 , 62 , 2 , 656 ,90.24390244
1859,7,COLEGIO SANTA FILOMENA,5,Región de Valparaíso,51,Valparaíso,5107,Quintero,3,Particular Subvencionado,0,Urbano, 258 , 5 , 35 , 30 , 2 , 330 ,90.3030303
1860,0,COLEGIO INGLES,5,Región de Valparaíso,51,Valparaíso,5107,Quintero,3,Particular Subvencionado,0,Urbano, 558 , 10 , 33 , 42 ,, 643 ,93.4681182
1863,5,COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,0,Urbano, 270 , 11 , 29 , 36 , 3 , 349 ,88.8252149
1864,3,COMPLEJO EDUCACIONAL SARGENTO ALDEA,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,0,Urbano, 249 , 6 , 8 , 13 , 2 , 278 ,94.60431655
1867,8,ESCUELA LA GREDA,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,1,Rural, 164 , 8 , 15 , 15 ,, 202 ,92.57425743
1868,6,ESCUELA LA CHOCOTA,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,0,Urbano, 204 , 5 , 16 , 15 ,, 240 ,93.75
1869,4,ESCUELA LOS MAQUIS,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,1,Rural, 7 , 3 , 2 , 2 ,, 14 ,85.71428571
1870,8,ESCUELA CAMPICHE,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,1,Rural, 68 , 2 , 4 , 7 ,, 81 ,91.35802469
1871,6,ESCUELA BASICA EL RINCON,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,1,Rural, 54 , 4 , 1 , 6 , 1 , 66 ,89.39393939
1873,2,ESCUELA HORCON,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,0,Urbano, 168 , 2 , 5 , 6 , 4 , 185 ,94.59459459
1874,0,ESCUELA BASICA LA LAGUNA,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,0,Urbano, 60 , 2 , 6 , 2 ,, 70 ,97.14285714
1875,9,ESCUELA MAITENCILLO,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,0,Urbano, 100 , 1 , 13 , 14 , 2 , 130 ,87.69230769
1876,7,ESCUELA BASICA LA QUEBRADA,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,1,Rural, 4 ,,,,, 4 ,100
1877,5,ESCUELA PUCALAN,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,1,Rural, 15 ,, 2 , 2 ,, 19 ,89.47368421
1878,3,ESCUELA BASICA EL RUNGUE,5,Región de Valparaíso,51,Valparaíso,5105,Puchuncaví,2,Municipal DAEM,1,Rural, 38 , 9 , 6 , 2 ,, 55 ,96.36363636
1881,3,COLEGIO LUIS CRUZ MARTÍNEZ,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 213 , 61 , 95 , 53 , 17 , 439 ,84.0546697
1882,1,LICEO GUILLERMO GRONEMEYER ZAMORANO,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 30 , 3 , 7 , 4 , 2 , 46 ,86.95652174
1885,6,COLEGIO CAPITAN IGNACIO CARRERA PINTO,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 40 , 10 , 16 , 10 ,, 76 ,86.84210526
1886,4,COLEGIO MANUEL BULNES PRIETO,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 132 , 25 , 70 , 36 , 11 , 274 ,82.84671533
1887,2,ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 199 , 56 , 118 , 53 , 8 , 434 ,85.94470046
1888,0,ESC.CDTE. ELEUTERIO RAMIREZ MOLINA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 95 , 21 , 57 , 30 , 15 , 218 ,79.35779817
1889,9,COLEGIO FERNANDO DURAN VILLARREAL,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 119 , 26 , 51 , 32 , 8 , 236 ,83.05084746
1890,2,COLEGIO JOSE MIGUEL INFANTE,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 69 , 29 , 37 , 25 , 2 , 162 ,83.33333333
1891,0,ESCUELA BASICA JORGE ROCK LARA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 111 , 33 , 36 , 17 , 4 , 201 ,89.55223881
1892,9,ESCUELA BASICA GASPAR CABRALES,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 82 , 18 , 27 , 9 , 4 , 140 ,90.71428571
1893,7,ESCUELA BASICA DARIO SALAS,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 89 , 37 , 36 , 11 , 3 , 176 ,92.04545455
1895,3,LICEO TECNICO PROFESIONAL MANNHEIM,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 79 , 6 , 15 , 6 , 1 , 107 ,93.45794393
1898,8,ESCUELA THEODOR HEUSS,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 107 , 28 , 40 , 10 , 2 , 187 ,93.5828877
1899,6,ESCUELA TENIENTE IGNACIO SERRANO MONTANER,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,0,Urbano, 87 , 28 , 32 , 26 , 20 , 193 ,76.16580311
1900,3,ESCUELA LOS MOLLES DE MARGA MARGA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,1,Rural, 30 ,, 4 , 5 ,, 39 ,87.17948718
1901,1,ESCUELA SANTIAGO BUERAS,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,1,Rural, 43 ,, 2 , 2 , 1 , 48 ,93.75
1906,2,ESCUELA DELFINA ALARCON HENRIQUEZ,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,1,Corporación Municipal,1,Rural, 39 , 1 , 1 , 2 ,, 43 ,95.34883721
1908,9,LICEO DE NINAS JAVIERA CARRERA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 52 , 11 , 45 , 17 , 2 , 127 ,85.03937008
1909,7,COLEGIO LIAHONA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 234 , 26 , 134 , 210 , 23 , 627 ,62.83891547
1911,9,COLEGIO CREP,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 127 , 30 , 111 , 69 , 3 , 340 ,78.82352941
1917,8,ESCUELA PARTICULAR EXEQUIEL PUELMA SILVA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 75 , 19 , 63 , 33 , 4 , 194 ,80.92783505
1918,6,COLEGIO LOS LEONES DE QUILPUE,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 231 , 53 , 192 , 109 , 15 , 600 ,79.33333333
1919,4,COLEGIO H. F. CAMILO HENRIQUEZ,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 117 , 15 , 63 , 119 , 10 , 324 ,60.18518519
1923,2,COLEGIO CRISTIANO DE QUILPUE,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 164 , 50 , 122 , 74 , 17 , 427 ,78.68852459
1924,0,ESCUELA PARTICULAR INFANTES DEL SOL,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 100 , 23 , 62 , 45 , 5 , 235 ,78.72340426
1927,5,ESCUELA JUAN DE SAAVEDRA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 92 , 36 , 59 , 25 , 3 , 215 ,86.97674419
1930,5,ABRAHAM LINCOLN MEMORIAL COLLEGE,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 129 , 22 , 64 , 44 , 2 , 261 ,82.37547893
1932,1,COLEGIO PANAL II,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 11 ,, 9 , 4 ,, 24 ,83.33333333
1934,8,COLEGIO ESPERANZA,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 227 , 46 , 164 , 135 , 12 , 584 ,74.82876712
1941,0,COLEGIO EL BELLOTO,5,Región de Valparaíso,58,Marga Marga,5801,Quilpué,3,Particular Subvencionado,0,Urbano, 145 , 34 , 109 , 73 , 9 , 370 ,77.83783784
1959,3,WINDMILL COLLEGE,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 134 , 31 , 87 , 34 , 2 , 288 ,87.5
1961,5,ESCUELA LATINA INES GALLARDO ORELLANA,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 126 , 39 , 46 , 14 , 7 , 232 ,90.94827586
1963,1,ESCUELA BASICA DIEGO BARROS ARANA,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 116 , 28 , 70 , 24 , 1 , 239 ,89.53974895
1965,8,COLEGIO ITALO COMPOSTO SCARPATI,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 113 , 32 , 32 , 13 , 3 , 193 ,91.70984456
1966,6,ESCUELA BASICA CATALUNYA,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 135 , 35 , 76 , 27 , 7 , 280 ,87.85714286
1967,4,LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 326 , 93 , 294 , 139 , 13 , 865 ,82.42774566
1968,2,ESCUELA MELVIN JONES,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 75 , 14 , 26 , 6 , 1 , 122 ,94.26229508
1969,0,COLEGIO CHARLES DARWIN,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 136 , 32 , 66 , 14 , 5 , 253 ,92.49011858
1970,4,ESCUELA DIEGO PORTALES,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 123 , 44 , 53 , 10 , 1 , 231 ,95.23809524
1971,2,ESCUELA MANUEL MONTT,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 120 , 42 , 70 , 39 , 12 , 283 ,81.97879859
1975,5,ESCUELA JUAN BAUTISTA ALBERDI,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,0,Urbano, 131 , 38 , 34 , 23 , 6 , 232 ,87.5
1976,3,ESCUELA EL PATAGUAL,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,1,Corporación Municipal,1,Rural, 31 ,, 1 , 5 ,, 37 ,86.48648649
1977,1,COLEGIO NACIONAL,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,3,Particular Subvencionado,0,Urbano, 400 , 81 , 313 , 368 , 29 ," 1,191 ",66.66666667
1980,1,COLEGIO PARTICULAR JEAN PIAGET,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,3,Particular Subvencionado,0,Urbano, 114 , 31 , 85 , 55 , 4 , 289 ,79.58477509
1985,2,CENTRO INFANTIL EL BUEN CAMINO,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,3,Particular Subvencionado,0,Urbano, 44 , 9 , 20 , 11 , 1 , 85 ,85.88235294
1987,9,COLEGIO NUEVO CHILENO BRITANICO,5,Región de Valparaíso,58,Marga Marga,5804,Villa Alemana,3,Particular Subvencionado,0,Urbano, 93 , 33 , 44 , 22 , 6 , 198 ,85.85858586
1997,6,ESCUELA DOMINGO ORTIZ DE ROZAS,5,Región de Valparaíso,51,Valparaíso,5102,Casablanca,2,Municipal DAEM,0,Urbano, 244 , 11 , 23 , 21 , 1 , 300 ,92.66666667
1998,4,ESCUELA ARTURO ECHAZARRETA LARRAIN,5,Región de Valparaíso,51,Valparaíso,5102,Casablanca,2,Municipal DAEM,0,Urbano, 248 , 10 , 11 , 26 , 10 , 305 ,88.19672131
1999,2,ESCUELA MANUEL BRAVO REYES,5,Región de Valparaíso,51,Valparaíso,5102,Casablanca,2,Municipal DAEM,0,Urbano, 268 , 11 , 1 , 33 , 33 , 346 ,80.92485549
2003,6,ESCUELA SAN PEDRO DE QUINTAY,5,Región de Valparaíso,51,Valparaíso,5102,Casablanca,2,Municipal DAEM,0,Urbano, 58 , 1 , 2 , 7 , 6 , 74 ,82.43243243
2005,2,ESCUELA BASICA LAGUNILLAS,5,Región de Valparaíso,51,Valparaíso,5102,Casablanca,2,Municipal DAEM,0,Urbano, 91 , 7 , 14 , 10 , 1 , 123 ,91.05691057
2007,9,COLEGIO PARTIC. JULIO MONTT SALAMANCA,5,Región de Valparaíso,51,Valparaíso,5102,Casablanca,3,Particular Subvencionado,0,Urbano, 190 , 5 , 17 , 22 , 3 , 237 ,89.45147679
2008,7,ESCUELA PURISIMA DE LO VASQUEZ,5,Región de Valparaíso,51,Valparaíso,5102,Casablanca,3,Particular Subvencionado,0,Urbano, 145 , 4 , 15 , 11 ,, 175 ,93.71428571
2009,5,COLEGIO INSULAR ROBINSON CRUSOE,5,Región de Valparaíso,51,Valparaíso,5104,Juan Fernández,2,Municipal DAEM,1,Rural, 97 , 7 , 6 , 17 , 3 , 130 ,84.61538462
2013,3,INST.COMERCIAL MARITIMO PACIFICO SUR,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 59 , 1 , 1 , 1 , 1 , 63 ,96.82539683
2014,1,ESCUELA POETA PABLO NERUDA,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 225 , 3 , 8 , 7 , 1 , 244 ,96.72131148
2017,6,ESCUELA VILLA LAS DUNAS,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 105 , 2 , 3 , 6 , 7 , 123 ,89.43089431
2018,4,ESCUELA MOVILIZADORES PORTUARIOS,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 462 , 11 , 33 , 36 , 8 , 550 ,92
2019,2,COLEGIO ESPANA,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 197 , 4 , 8 , 20 , 3 , 232 ,90.0862069
2020,6,ESCUELA PRESIDENTE PEDRO AGUIRRE CERDA,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 156 , 2 , 3 , 13 , 14 , 188 ,85.63829787
2021,4,PADRE ANDRE COINDRE,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 456 , 5 , 10 , 14 , 7 , 492 ,95.73170732
2022,2,ESCUELA BASICA SAN JOSE DE CALASANZ,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 133 , 5 , 6 , 11 , 5 , 160 ,90
2023,0,ESCUELA CRISTO DEL MAIPO,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 128 , 1 , 2 , 2 ,, 133 ,98.4962406
2024,9,PROFESOR PEDRO VIVEROS ORMENO,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 112 , 1 , 3 , 4 , 2 , 122 ,95.08196721
2026,5,ESCUELA BASICA CERRO PLACILLA,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 390 , 3 , 15 , 17 , 10 , 435 ,93.79310345
2027,3,ESCUELA POETA HUIDOBRO,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,0,Urbano, 111 , 4 , 9 , 16 ,, 140 ,88.57142857
2035,4,COLEGIO AGRÍCOLA CUNCUMÉN GONZALO BARROS AMUNÁTEGUI,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,1,Rural, 88 , 3 , 9 , 11 ,, 111 ,90.09009009
2036,2,ESCUELA BASICA LEYDA,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,1,Rural, 64 , 2 , 2 , 20 , 1 , 89 ,76.40449438
2037,0,EDUARDO FERNANDEZ DE ASTURIAS,5,Región de Valparaíso,56,San Antonio,5601,San Antonio,2,Municipal DAEM,1,Rural, 115 , 8 , 4 , 3 , 2 , 132 ,96.21212121
