ID_RBD,DV_RBD,DS_NOM_ESTABLE,ID_REGION_ESTABLE,DS_REGION_ESTABLE,ID_PROVINCIA_ESTABLE,DS_PROVINCIA_ESTABLE,ID_COMUNA_ESTABLE,DS_COMUNA_ESTABLE,ID_TIPO_DEPENDENCIA,DS_TIPO_DEPENDENCIA,ID_RURALIDAD,DS_RURALIDAD, PRIMERA PRIORIDAD , SEGUNDA PRIORIDAD , TERCERA PRIORIDAD , NO PRIORIZADO EN VULNERABILIDAD , SIN INFORMACION ,TOTAL MATRICULA BÁSICA DIC 2020,IVE-SINAE BÁSICA 2021
1460,5,ESCUELA BASICA CALIXTO OVALLE URZUA,5,Región de Valparaíso,55,Quillota,5503,Hijuelas,2,Municipal DAEM,1,Rural, 9 ,,,,, 9 ,100
1461,3,ESCUELA MONTE CARMELO,5,Región de Valparaíso,55,Quillota,5502,Calera,2,Municipal DAEM,1,Rural, 73 ,,, 2 ,, 75 ,97.33333333
1462,1,ESCUELA BASICA LOS TILOS DE HUALCAPO,5,Región de Valparaíso,55,Quillota,5503,Hijuelas,2,Municipal DAEM,1,Rural, 29 , 1 , 2 , 1 , 1 , 34 ,94.11764706
1465,6,ESCUELA COEDUC TTE HERNAN MERINO CORREA,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,0,Urbano, 178 , 52 , 70 , 49 , 5 , 354 ,84.74576271
1466,4,ESCUELA SUPERIOR MIXTA Nº 88,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,0,Urbano, 179 , 57 , 112 , 57 , 16 , 421 ,82.66033254
1467,2,LICEO BICENTENARIO COLEGIO PASIÓN DE JESÚS DE LIMACHE,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,0,Urbano, 135 , 16 , 83 , 76 , 2 , 312 ,75
1468,0,ESCUELA BASICA BRASILIA,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,0,Urbano, 106 , 24 , 31 , 22 , 2 , 185 ,87.02702703
1469,9,ESCUELA BASICA HEROES DE CHILE,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,0,Urbano, 195 , 45 , 105 , 23 , 1 , 369 ,93.49593496
1471,0,ESCUELA LIMACHITO,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,0,Urbano, 172 , 23 , 45 , 33 , 3 , 276 ,86.95652174
1472,9,ESCUELA BASICA LOS MAITENES,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,0,Urbano, 77 , 14 , 35 , 15 ,, 141 ,89.36170213
1473,7,ESCUELA TABOLANGO,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,1,Rural, 22 , 1 , 4 , 3 ,, 30 ,90
1474,5,ESCUELA BASICA PUENTE COLMO,5,Región de Valparaíso,51,Valparaíso,5103,Concón,2,Municipal DAEM,0,Urbano, 229 , 4 , 20 , 17 , 5 , 275 ,92
1475,3,ESC. BASICA TRANQUE LLIU LLIU,5,Región de Valparaíso,58,Marga Marga,5802,Limache,2,Municipal DAEM,1,Rural, 35 , 2 , 3 , 3 , 3 , 46 ,86.95652174
1478,8,COLEGIO DE LA SANTA CRUZ,5,Región de Valparaíso,58,Marga Marga,5802,Limache,3,Particular Subvencionado,0,Urbano, 147 , 28 , 102 , 40 , 1 , 318 ,87.10691824
1482,6,COLEGIO LIMACHE COLLEGE,5,Región de Valparaíso,58,Marga Marga,5802,Limache,3,Particular Subvencionado,0,Urbano, 195 , 29 , 114 , 64 , 4 , 406 ,83.25123153
1483,4,ESC PART MICAELA DESMAISSIERES,5,Región de Valparaíso,58,Marga Marga,5802,Limache,3,Particular Subvencionado,0,Urbano, 135 , 29 , 62 , 39 , 3 , 268 ,84.32835821
1484,2,ESCUELA PARTICULAR INST. SANTA MARIA,5,Región de Valparaíso,58,Marga Marga,5802,Limache,3,Particular Subvencionado,0,Urbano, 223 , 34 , 142 , 160 , 8 , 567 ,70.37037037
1488,5,ESCUELA MONTEVIDEO,5,Región de Valparaíso,58,Marga Marga,5803,Olmué,2,Municipal DAEM,0,Urbano, 187 , 49 , 87 , 29 ,, 352 ,91.76136364
1490,7,ESCUELA BÁSICA QUEBRADA DE ALVARADO,5,Región de Valparaíso,58,Marga Marga,5803,Olmué,2,Municipal DAEM,1,Rural, 105 , 3 , 8 , 6 , 1 , 123 ,94.30894309
1491,5,ESCUELA BASICA LO NARVAEZ,5,Región de Valparaíso,58,Marga Marga,5803,Olmué,2,Municipal DAEM,0,Urbano, 111 , 13 , 31 , 14 , 2 , 171 ,90.64327485
1493,1,ESCUELA LA DORMIDA,5,Región de Valparaíso,58,Marga Marga,5803,Olmué,2,Municipal DAEM,1,Rural, 19 ,,,,, 19 ,100
1495,8,ESCUELA LA RAMAYANA,5,Región de Valparaíso,58,Marga Marga,5803,Olmué,2,Municipal DAEM,1,Rural, 12 ,,,,, 12 ,100
1496,6,ESCUELA LAS PALMAS DEL NIÑO DIOS,5,Región de Valparaíso,58,Marga Marga,5803,Olmué,2,Municipal DAEM,1,Rural, 56 , 2 , 6 , 5 ,, 69 ,92.75362319
1498,2,ESCUELA LAS BELLOTAS DE LA VEGA,5,Región de Valparaíso,58,Marga Marga,5803,Olmué,2,Municipal DAEM,1,Rural, 45 , 2 , 2 , 4 ,, 53 ,92.45283019
1500,8,COLEGIO PART. IGNACIO CARRERA PINTO,5,Región de Valparaíso,58,Marga Marga,5803,Olmué,3,Particular Subvencionado,0,Urbano, 244 , 46 , 128 , 61 , 5 , 484 ,86.36363636
1506,7,CENTRO EDUCATIVO FLORIDA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 76 , 1 , 3 , 3 , 4 , 87 ,91.95402299
1511,3,CENTRO EDUCATIVO REINO DE SUECIA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 60 , 1 , 4 , 1 , 2 , 68 ,95.58823529
1514,8,ESCUELA HERNAN OLGUIN,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 155 , 2 , 11 , 7 , 4 , 179 ,93.8547486
1515,6,LICEO EDUARDO DE LA BARRA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 93 , 1 , 11 , 10 , 3 , 118 ,88.98305085
1516,4,LICEO TECNOLÓGICO ALFREDO NAZAR FERES,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 236 , 2 , 12 , 7 , 3 , 260 ,96.15384615
1517,2,LICEO MATILDE BRANDAU DE ROSS,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 167 , 4 , 9 , 24 , 21 , 225 ,80
1518,0,LICEO MARIA LUISA BOMBAL,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 117 , 2 , 6 , 6 , 4 , 135 ,92.59259259
1519,9,LICEO TECNICO PROFESIONAL BARON,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 16 ,,, 2 , 2 , 20 ,80
1520,2,LICEO BICENTENARIO MARITIMO DE VALPARAISO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 92 , 4 , 5 , 10 , 1 , 112 ,90.17857143
1521,0,LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 154 ,, 10 , 8 , 8 , 180 ,91.11111111
1522,9,COLEGIO PEDRO MONTT,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 145 , 2 , 9 , 6 , 4 , 166 ,93.97590361
1523,7,ESCUELA NACIONES UNIDAS,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 393 , 5 , 14 , 7 , 3 , 422 ,97.63033175
1524,5,ESCUELA REPUBLICA ARABE SIRIA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 193 , 2 , 7 , 3 ,, 205 ,98.53658537
1525,3,LICEO BICENTENARIO INSTITUTO TÉCNICO PROFESIONAL MARTÍTIMO DE VALPARAÍSO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 24 ,,,, 1 , 25 ,96
1526,1,ESCUELA REPUBLICA DEL PARAGUAY,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 147 , 3 , 6 , 15 , 16 , 187 ,83.42245989
1528,8,ESCUELA GASPAR CABRALES,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 202 , 7 , 6 , 14 , 17 , 246 ,87.39837398
1529,6,ESCUELA GRECIA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 375 , 12 , 19 , 39 , 18 , 463 ,87.68898488
1533,4,ESCUELA ALEMANIA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 318 , 6 , 8 , 18 , 14 , 364 ,91.20879121
1534,2,ESCUELA REPUBLICA DEL URUGUAY,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 324 , 6 , 11 , 20 , 11 , 372 ,91.66666667
1536,9,ESCUELA AMERICA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 458 , 12 , 10 , 18 , 3 , 501 ,95.80838323
1537,7,ESCUELA RAMON BARROS LUCO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 317 , 10 , 26 , 23 , 8 , 384 ,91.92708333
1538,5,ESCUELA JUAN JOSE LATORRE B,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 122 , 1 , 4 , 8 , 5 , 140 ,90.71428571
1540,7,ESCUELA BLAS CUEVAS RAMON ALLENDE,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 69 , 1 , 1 , 2 , 4 , 77 ,92.20779221
1541,5,ESCUELA REPUBLICA DE EL SALVADOR,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 124 ,, 6 , 2 , 1 , 133 ,97.7443609
1542,3,ESCUELA JOAQUIN EDWARDS BELLO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 324 , 4 , 6 , 13 , 4 , 351 ,95.15669516
1543,1,ESCUELA JORGE ALESSANDRI RODRIGUEZ,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 140 , 2 , 4 , 4 ,, 150 ,97.33333333
1547,4,ESCUELA CARABINERO PEDRO A.CARIAGA M.,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 112 , 2 , 2 , 3 ,, 119 ,97.4789916
1548,2,ESCUELA DIEGO PORTALES PALAZUELOS,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 74 , 2 , 3 , 5 ,, 84 ,94.04761905
1549,0,ESCUELA REPUBLICA DE MEXICO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 304 , 6 , 20 , 27 , 18 , 375 ,88
1550,4,ESCUELA PACIFICO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 75 , 3 , 2 , 3 ,, 83 ,96.38554217
1551,2,ESCUELA MONTEDONICO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 132 , 1 ,, 2 , 1 , 136 ,97.79411765
1553,9,ESCUELA ESPANA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 260 , 8 , 19 , 28 , 7 , 322 ,89.13043478
1554,7,COLEGIO PABLO NERUDA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 171 , 2 , 4 , 8 , 3 , 188 ,94.14893617
1555,5,ESCUELA REPUBLICA DE ISRAEL,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 140 , 2 , 4 , 5 ,, 151 ,96.68874172
1556,3,ESCUELA ELEUTERIO RAMIREZ,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 85 ,, 2 , 2 ,, 89 ,97.75280899
1557,1,ESCUELA VILLA BERLIN,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 143 , 2 , 4 , 9 , 5 , 163 ,91.41104294
1563,6,ESCUELA JUAN WACQUEZ MOURFIN,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 47 ,, 3 ,, 2 , 52 ,96.15384615
1567,9,ESCUELA BASICA DAVID BEN GURION,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 101 ,, 2 , 2 , 2 , 107 ,96.26168224
1568,7,ESCUELA REPUBLICA ARGENTINA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 178 , 1 , 10 , 10 , 2 , 201 ,94.02985075
1569,5,ESCUELA PILOTO 1° LUIS PARDO VILLALON,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 273 , 9 , 29 , 30 , 1 , 342 ,90.93567251
1570,9,ESCUELA BASICA CIRUJANO VIDELA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 255 , 3 , 9 , 6 , 2 , 275 ,97.09090909
1571,7,ESCUELA SAN JUDAS TADEO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 94 , 1 , 6 , 1 , 2 , 104 ,97.11538462
1573,3,ESCUELA DR. ERNESTO QUIROZ WEBER,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 127 , 1 , 7 , 5 , 5 , 145 ,93.10344828
1577,6,ESCUELA BÁSICA INTERCULTURAL LAGUNA VERDE,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 196 , 4 , 6 , 16 , 2 , 224 ,91.96428571
1578,4,ESCUELA TTE. JULIO A. ALLENDE OVALLE,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,1,Corporación Municipal,0,Urbano, 126 ,, 12 , 26 , 7 , 171 ,80.70175439
1579,2,LICEO SANTA TERESA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 246 , 2 , 8 , 18 , 1 , 275 ,93.09090909
1581,4,LICEO JUANA ROSS DE EDWARDS,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 397 , 12 , 77 , 228 , 7 , 721 ,67.40638003
1582,2,COLEGIO LUTERANO CONCORDIA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 394 , 5 , 40 , 69 ,, 508 ,86.41732283
1583,0,COLEGIO JEANNE DARC VALPARAISO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 225 , 7 , 23 , 19 , 2 , 276 ,92.39130435
1585,7,LICEO COEDUCACIONAL LA IGUALDAD,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 534 , 10 , 37 , 30 , 1 , 612 ,94.93464052
1586,5,COLEGIO CARLOS COUSINO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 403 , 14 , 62 , 97 , 4 , 580 ,82.5862069
1587,3,COLEGIO MARIA AUXILIADORA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 351 , 9 , 29 , 57 , 5 , 451 ,86.25277162
1588,1,COLEGIO NTRA.SRA.DE LA MISERICORDIA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 236 , 6 , 26 , 47 , 2 , 317 ,84.54258675
1590,3,COLEGIO SALESIANO VALPARAISO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 501 , 10 , 73 , 128 , 5 , 717 ,81.45048815
1593,8,ESCUELA PARTICULAR SANTA ANA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 399 , 11 , 18 , 22 , 2 , 452 ,94.69026549
1594,6,COLEGIO SAN DAMIAN DE MOLOKAI,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 259 , 4 , 25 , 32 ,, 320 ,90
1595,4,COLEGIO ARTURO EDWARDS,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 419 , 13 , 57 , 74 , 1 , 564 ,86.70212766
1596,2,COLEGIO SAN IGNACIO DE LOYOLA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 524 , 3 , 45 , 44 , 5 , 621 ,92.10950081
1597,0,ESCUELA PARTICULAR SAN LUIS,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 143 , 1 , 15 , 10 ,, 169 ,94.08284024
1598,9,COLEGIO PARTICULAR ADVENTISTA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 275 , 8 , 22 , 25 , 2 , 332 ,91.86746988
1599,7,COLEGIO SAGRADO CORAZON DE JESUS,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 240 , 4 , 9 , 10 ,, 263 ,96.19771863
1601,2,ESC SAGRADA FAMILIA DE NAZARET,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 322 , 11 , 36 , 29 , 2 , 400 ,92.25
1602,0,COLEGIO ESPERANZA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 157 , 5 , 10 , 13 , 6 , 191 ,90.05235602
1603,9,COLEGIO PARTICULAR SAN PIO X,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 254 , 5 , 21 , 18 , 6 , 304 ,92.10526316
1604,7,COLEGIO LEONARDO MURIALDO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 551 , 19 , 57 , 68 , 4 , 699 ,89.69957082
1607,1,COLEGIO TERESITA DE LISIEUX,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 198 , 11 , 15 , 15 , 4 , 243 ,92.18106996
1609,8,ESC PART FRAY LUIS BELTRAN,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 233 , 9 , 19 , 19 , 6 , 286 ,91.25874126
1610,1,COLEGIO ALBERTO HURTADO SEGUNDO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 423 , 3 , 27 , 25 ,, 478 ,94.76987448
1619,5,COLEGIO PARTICULAR JUNIOR SCHOOL 2,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 331 , 6 , 19 , 11 , 1 , 368 ,96.73913043
1620,9,COLEGIO MIGUEL DE UNAMUNO,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 243 , 5 , 42 , 61 , 4 , 355 ,81.69014085
1621,7,LICEO MIXTO JOSE MIGUEL CARRERA,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 140 , 7 , 13 , 19 , 3 , 182 ,87.91208791
1632,2,COL. IDA.CONCEPC. NTRA.SRA.LOURDES,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 241 , 13 , 29 , 41 , 3 , 327 ,86.54434251
1635,7,COLEGIO AGUSTIN EDWARDS,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 130 , 11 , 39 , 67 , 9 , 256 ,70.3125
1650,0,COL. PART. CONSTANCIO VIGIL,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 26 , 1 , 2 , 5 , 1 , 35 ,82.85714286
1653,5,COLEGIO SAN VICENTE,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 201 , 5 , 31 , 47 , 2 , 286 ,82.86713287
1657,8,COLEGIO PRESB. DAVID TRUMBULL,5,Región de Valparaíso,51,Valparaíso,5101,Valparaíso,3,Particular Subvencionado,0,Urbano, 166 , 6 , 24 , 58 , 3 , 257 ,76.26459144
1667,5,ESCUELA ESPECIAL ADOLFO TANNENBAUM B.,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 176 , 12 , 9 , 28 , 4 , 229 ,86.02620087
1675,6,LICEO GUILLERMO RIVERA COTAPOS,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 37 ,,, 1 , 10 , 48 ,77.08333333
1676,4,LICEO BICENTENARIO DE VIÑA DEL MAR,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 47 , 4 , 1 , 6 , 4 , 62 ,83.87096774
1677,2,ESCUELA BASICA REPUBLICA DEL ECUADOR,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 330 , 9 , 28 , 64 , 22 , 453 ,81.01545254
1678,0,ESCUELA UNESCO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 142 , 5 , 10 , 17 , 8 , 182 ,86.26373626
1680,2,ESCUELA ORLANDO PENA CARVAJAL,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 121 , 1 , 9 , 22 , 16 , 169 ,77.5147929
1681,0,COLEGIO REPUBLICA DE COLOMBIA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 163 , 5 , 20 , 41 , 19 , 248 ,75.80645161
1682,9,COLEGIO MIRAFLORES,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 304 , 6 , 11 , 17 , 10 , 348 ,92.24137931
1683,7,ESCUELA BASICA SANTA JULIA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 274 , 5 , 11 , 19 , 4 , 313 ,92.65175719
1684,5,ESCUELA LIBERTADOR BERNARDO O^HIGGINS,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 385 , 6 , 30 , 28 , 27 , 476 ,88.44537815
1685,3,ESCUELA DR. OSCAR MARIN SOCIAS,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 293 , 12 , 9 , 11 , 14 , 339 ,92.62536873
1686,1,ESCUELA TEODORO LOWEY,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 268 , 10 , 28 , 47 , 11 , 364 ,84.06593407
1688,8,ESCUELA ALMIRANTE LUIS GOMEZ CARRENO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 188 , 2 , 23 , 42 , 11 , 266 ,80.07518797
1689,6,ESCUELA ORO NEGRO,5,Región de Valparaíso,51,Valparaíso,5103,Concón,2,Municipal DAEM,0,Urbano, 283 , 9 , 28 , 40 , 30 , 390 ,82.05128205
1691,8,ESCUELA LORD COCHRANE,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 87 , 4 , 8 , 13 , 10 , 122 ,81.14754098
1692,6,ESCUELA ARTURO PRAT CHACON,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 373 , 12 , 18 , 36 , 22 , 461 ,87.4186551
1693,4,ESCUELA BASICA 21 DE MAYO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 119 , 1 , 8 , 11 , 8 , 147 ,87.07482993
1695,0,ESCUELA PEDRO AGUIRRE CERDA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 121 , 7 , 11 , 23 , 7 , 169 ,82.24852071
1696,9,ESCUELA BASICA CHORRILOS,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 140 , 5 , 6 , 11 , 4 , 166 ,90.96385542
1697,7,ESCUELA GASTON OSSA SAINT MARIE,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 113 , 1 , 4 , 4 , 3 , 125 ,94.4
1698,5,ESCUELA PAUL HARRIS,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 396 , 1 , 4 , 8 , 7 , 416 ,96.39423077
1699,3,ESCUELA BASICA IRMA SALAS SILVA,5,Región de Valparaíso,51,Valparaíso,5103,Concón,2,Municipal DAEM,0,Urbano, 293 , 4 , 31 , 32 , 15 , 375 ,87.46666667
1700,0,ESCUELA DOCTOR ADRIANO MACHADO PARDO,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 179 , 4 , 10 , 6 , 5 , 204 ,94.60784314
1701,9,ESCUELA LA PARVA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 96 ,, 2 , 7 , 4 , 109 ,89.90825688
1702,7,ESCUELA CANAL BEAGLE,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 126 , 6 , 13 , 19 , 5 , 169 ,85.79881657
1703,5,ESCUELA PRESIDENTE JOSE MANUEL BALMACEDA,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 157 , 5 , 31 , 26 , 5 , 224 ,86.16071429
1704,3,ESCUELA BASICA JOHN KENNEDY,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 116 , 10 , 5 , 9 , 20 , 160 ,81.875
1705,1,ESCUELA PRESIDENTE SALVADOR ALLENDE,5,Región de Valparaíso,51,Valparaíso,5109,Viña del Mar,1,Corporación Municipal,0,Urbano, 161 , 4 , 5 , 9 , 5 , 184 ,92.39130435
